PAID,MONTH,N_SUBSCRIPTIONS,PRICE,PHONE_NUMBER,DAYS_FROM_PROMO,BOOKS_PAID,N_TRANSACTIONS,N_ITEMS,MAIL,SUBSCR_CANC,MARGIN,DAYS_BETWEEN_TRANSACTIONS,POINT_OF_SALE_BO,POINT_OF_SALE_MI,POINT_OF_SALE_RM,PAYMENT_TYPE_Card,PAYMENT_TYPE_Cash,PAYMENT_TYPE_Coupon,FAV_GENRE_Shojo,FAV_GENRE_Shonen,AGE_<10–14,AGE_15–21,AGE_22–30+,PROP_CONBINI_Alto,PROP_CONBINI_Basso,PROP_CONBINI_Medio
1.0,4,1,9.0,0,5,1,1,3,0,0,10.628431656644501,0,True,False,False,True,False,False,False,True,False,False,True,False,False,True
1.0,6,2,19.61,0,5,2,1,3,0,0,10.732109702271657,0,False,True,False,True,False,False,False,True,True,False,False,False,True,False
1.0,10,0,7.5,0,3,2,1,3,0,0,21.410106229026447,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1.0,1,1,8.6,0,30,2,1,1,0,1,24.465290464636013,0,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,8,1,9.1,0,12,5,2,3,0,0,31.22223138191768,73,False,False,True,True,False,False,False,True,False,True,False,False,False,True
1.0,6,2,13.59,1,28,3,1,6,1,0,28.841448930435448,41,False,True,False,True,False,False,False,True,False,True,False,True,False,False
1.0,7,2,13.77,0,9,5,2,3,0,0,49.0373321899041,187,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,10,0,12.0,0,12,1,1,1,0,0,8.900113226689477,0,False,True,False,False,True,False,False,True,False,False,True,False,True,False
1.0,6,1,16.75,0,12,3,3,2,0,1,29.79415874480005,68,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,6,0,12.69,0,28,3,1,2,0,0,28.841448930435448,143,False,False,True,True,False,False,False,True,False,True,False,False,True,False
1.0,3,2,11.97,0,27,3,1,4,0,0,28.841448930435448,111,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,4,0,10.23,0,8,2,1,4,0,0,19.168537940695728,0,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,9,1,22.06,0,17,3,1,4,0,0,28.841448930435448,161,False,False,True,True,False,False,False,True,False,True,False,False,True,False
1.0,9,0,10.4,0,29,9,3,1,0,0,68.62391085057655,384,False,True,False,False,False,True,False,True,False,True,False,False,True,False
1.0,10,0,12.0,0,24,2,1,1,0,0,20.399792667333315,0,True,False,False,False,True,False,False,True,False,False,True,False,True,False
1.0,5,1,16.17,0,4,6,2,3,0,1,56.59929976228575,199,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1.0,6,0,12.0,0,20,7,3,3,0,0,63.9723086172868,347,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1.0,10,1,6.5,1,13,91,86,1,1,0,508.289808784792,723,True,False,False,False,False,True,False,True,False,True,False,False,True,False
1.0,10,1,16.0,0,28,3,1,3,0,0,28.841448930435448,167,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,5,1,6.7,1,30,49,24,1,1,0,443.9484262828244,566,False,False,True,False,False,True,False,True,True,False,False,False,True,False
1.0,5,0,18.3,0,3,3,1,4,1,0,28.841448930435448,207,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,5,0,13.6,0,6,5,2,3,0,0,54.11912460672673,133,True,False,False,False,True,False,False,True,False,False,True,True,False,False
1.0,8,1,10.08,0,23,8,4,3,0,0,81.79951189503119,345,False,False,True,True,False,False,False,True,True,False,False,False,False,True
1.0,1,1,7.48,0,5,6,3,2,0,0,62.21570327938674,179,False,True,False,True,False,False,False,True,True,False,False,False,True,False
1.0,4,0,9.81,0,21,2,2,2,0,0,18.08581424352913,182,True,False,False,True,False,False,True,False,False,True,False,True,False,False
1.0,10,0,14.25,0,27,3,1,5,0,0,28.841448930435448,257,True,False,False,False,True,False,False,True,False,True,False,True,False,False
1.0,1,0,5.98,0,14,5,3,3,0,0,51.88522272015837,228,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1.0,8,0,12.33,0,18,5,2,2,0,0,59.5149925196627,261,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,1,0,6.6,0,1,3,1,3,0,0,28.841448930435448,42,True,False,False,False,False,True,False,True,True,False,False,True,False,False
1.0,5,2,10.97,0,20,3,1,3,1,0,28.841448930435448,361,True,False,False,True,False,False,True,False,False,True,False,False,False,True
1.0,1,0,10.1,0,7,3,1,4,1,0,28.841448930435448,43,False,True,False,False,True,False,False,True,False,True,False,True,False,False
1.0,8,1,12.69,1,14,3,1,2,1,0,28.841448930435448,12,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,5,0,12.9,0,21,3,1,4,0,0,28.841448930435448,8,False,True,False,True,False,False,True,False,True,False,False,True,False,False
1.0,9,1,12.51,0,5,1,1,4,0,0,9.096551912078937,0,True,False,False,True,False,False,True,False,False,False,True,True,False,False
1.0,10,0,0.5999999999999996,0,3,3,1,1,0,0,28.841448930435448,185,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1.0,6,1,11.24,0,12,3,2,2,0,1,31.11436776297949,240,True,False,False,True,False,False,True,False,False,True,False,False,True,False
1.0,7,1,13.9,0,6,1,1,3,0,0,12.232426744246851,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True
1.0,10,1,10.9,0,1,5,3,3,0,0,36.89352965193138,215,False,False,True,True,False,False,False,True,True,False,False,False,False,True
1.0,10,0,10.5,0,30,3,1,5,0,0,28.841448930435448,8,True,False,False,False,True,False,False,True,False,True,False,True,False,False
1.0,8,2,13.9,0,1,3,1,2,0,0,28.841448930435448,41,False,True,False,True,False,False,True,False,False,True,False,False,True,False
1.0,1,0,4.86,0,18,1,1,2,0,0,10.964806533334837,0,True,False,False,True,False,False,True,False,False,True,False,True,False,False
1.0,4,0,9.5,0,25,1,1,2,0,0,11.492128788367395,0,True,False,False,False,False,True,False,True,False,True,False,True,False,False
1.0,10,0,8.56,0,17,2,1,3,0,0,18.074017678307456,0,True,False,False,False,True,False,False,True,False,False,True,False,False,True
1.0,7,0,8.13,1,29,5,2,3,1,0,59.05018873252283,136,False,False,True,False,True,False,False,True,False,True,False,False,False,True
1.0,1,0,8.7,0,26,3,1,2,0,0,28.841448930435448,20,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,3,1,13.5,1,29,4,2,3,1,1,50.58420942214023,188,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,9,1,14.5,0,15,3,1,5,0,0,24.378340044045515,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True
1.0,8,0,10.71,0,4,3,1,2,0,0,28.841448930435448,233,False,False,True,True,False,False,True,False,False,True,False,False,True,False
1.0,3,1,8.21,0,6,1,1,2,0,0,12.050524283688794,0,True,False,False,True,False,False,True,False,True,False,False,False,True,False
1.0,5,2,19.89,0,3,6,2,4,0,2,82.61599178173122,227,False,True,False,True,False,False,False,True,False,False,True,False,True,False
1.0,5,0,14.04,0,24,3,1,4,0,0,28.841448930435448,354,False,False,True,True,False,False,False,True,False,True,False,True,False,False
1.0,8,1,16.78,0,25,5,2,7,0,0,49.39244669696375,124,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,6,2,14.73,0,17,1,1,4,0,2,13.055155941139901,0,False,False,True,True,False,False,False,True,False,True,False,False,False,True
1.0,3,1,8.6,0,4,2,1,1,0,1,23.320908683594993,0,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,3,1,9.6,0,18,2,1,2,0,0,24.466976359460645,0,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,9,2,14.15,0,27,1,1,2,0,0,9.86665362114897,0,False,False,True,True,False,False,True,False,False,True,False,False,True,False
1.0,8,1,7.8,0,29,3,1,3,0,0,28.841448930435448,238,False,False,True,False,True,False,False,True,False,True,False,False,False,True
1.0,10,2,15.0,0,19,2,1,2,0,1,17.430399150846526,0,False,True,False,True,False,False,False,True,True,False,False,True,False,False
1.0,5,0,12.31,0,11,1,1,4,0,0,8.780294803120974,0,True,False,False,False,True,False,False,True,False,True,False,True,False,False
1.0,4,0,7.1,0,11,3,1,2,0,0,29.306273417387438,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,8,0,7.23,0,28,2,2,3,0,0,22.436153010510573,200,True,False,False,False,True,False,False,True,False,False,True,False,False,True
1.0,8,2,10.87,0,26,5,5,3,0,2,44.203062019042186,276,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,1,1,7.39,0,8,6,6,1,0,1,69.10059116134809,314,True,False,False,True,False,False,False,True,False,True,False,False,True,False
0.0,8,2,16.67,0,29,3,1,4,0,2,37.73247334882968,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1.0,8,1,20.79,0,23,1,1,5,0,0,9.768614139550138,0,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,7,2,18.64,0,3,3,1,3,0,0,33.61146251495336,0,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,6,2,8.9,0,8,1,1,3,0,1,9.997560351153595,0,True,False,False,True,False,False,True,False,False,False,True,False,False,True
1.0,5,2,22.1,0,24,5,2,5,0,1,39.38972218221039,220,True,False,False,True,False,False,False,True,False,True,False,True,False,False
0.0,1,0,6.0,0,18,2,1,2,0,0,15.065147344025895,0,False,False,True,False,True,False,False,True,True,False,False,True,False,False
1.0,6,1,12.51,1,21,2,1,4,1,0,20.403070787544188,0,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,4,1,11.58,0,6,3,1,4,0,0,37.66523469186408,0,True,False,False,True,False,False,False,True,False,False,True,True,False,False
1.0,9,2,12.9,0,30,3,1,2,0,0,28.841448930435448,813,True,False,False,True,False,False,True,False,False,True,False,False,True,False
1.0,6,1,12.69,0,1,2,1,3,0,0,22.754973923024252,0,False,False,True,True,False,False,False,True,False,False,True,False,False,True
1.0,8,0,7.5,0,31,6,2,2,0,0,79.25403831728181,152,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1.0,9,2,14.94,0,16,3,1,2,0,0,28.841448930435448,247,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,6,0,10.71,0,28,3,1,3,0,0,28.841448930435448,134,True,False,False,True,False,False,False,True,False,True,False,False,False,True
0.0,7,0,11.43,0,26,6,2,4,0,0,64.84732838339542,114,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,6,1,12.69,0,3,3,1,3,0,0,28.841448930435448,109,False,False,True,True,False,False,False,True,False,False,True,False,False,True
1.0,10,3,13.23,0,27,9,3,3,0,2,109.68027670837088,253,True,False,False,True,False,False,False,True,False,False,True,False,False,True
1.0,1,0,6.5,0,16,2,2,1,0,0,13.724512298858258,162,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,10,1,11.88,0,20,3,1,4,0,0,28.841448930435448,39,False,True,False,True,False,False,False,True,True,False,False,True,False,False
1.0,9,2,17.4,0,11,3,1,4,0,0,28.841448930435448,237,True,False,False,True,False,False,False,True,False,False,True,True,False,False
1.0,7,0,10.76,0,31,3,1,3,0,0,28.841448930435448,20,False,True,False,True,False,False,False,True,False,True,False,False,False,True
1.0,5,0,9.26,0,12,5,2,3,0,0,57.66911077473775,189,True,False,False,True,False,False,False,True,False,False,True,False,False,True
1.0,4,0,13.02,0,26,3,1,3,0,0,28.841448930435448,98,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,8,1,9.64,0,23,3,1,2,0,0,28.841448930435448,60,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,4,0,8.0,0,28,7,2,2,0,0,74.41082040693375,217,True,False,False,False,True,False,False,True,True,False,False,False,True,False
1.0,5,0,13.0,0,21,3,1,2,0,0,28.841448930435448,419,True,False,False,False,False,True,False,True,True,False,False,True,False,False
0.0,7,0,7.23,0,13,3,1,3,0,0,28.841448930435448,30,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,4,0,8.0,0,28,3,1,2,0,0,28.841448930435448,6,True,False,False,False,True,False,False,True,False,False,True,True,False,False
1.0,7,0,7.89,0,10,3,1,3,0,0,28.841448930435448,373,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1.0,3,1,8.5,0,31,3,1,2,0,0,28.841448930435448,51,True,False,False,False,True,False,False,True,False,False,True,False,True,False
1.0,1,0,6.5,0,26,5,3,3,0,0,65.53822742595975,200,False,True,False,False,True,False,False,True,False,True,False,False,False,True
1.0,8,0,16.84,0,30,3,3,4,0,0,34.99625822614912,281,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,1,0,7.25,0,1,3,1,2,0,0,28.841448930435448,444,False,False,True,True,False,False,True,False,False,True,False,False,True,False
1.0,4,1,13.1,0,28,5,2,5,0,0,33.607232734720675,186,False,True,False,True,False,False,False,True,False,True,False,True,False,False
1.0,4,1,16.75,0,14,3,1,8,0,0,24.482006184557733,0,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,5,1,11.99,0,3,3,1,2,0,0,28.841448930435448,113,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,9,1,14.9,0,1,3,1,2,0,0,28.841448930435448,38,True,False,False,True,False,False,True,False,False,True,False,False,True,False
1.0,10,1,13.4,0,5,8,5,5,0,0,79.48736718313307,341,True,False,False,True,False,False,True,False,False,False,True,True,False,False
1.0,5,1,17.61,0,11,1,1,2,0,0,10.29348195250919,0,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1.0,6,1,7.23,0,17,3,1,4,0,0,28.841448930435448,210,False,True,False,False,True,False,False,True,False,True,False,True,False,False
0.0,5,0,15.05,0,26,3,1,4,0,0,20.389419878241284,0,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,10,0,12.0,0,31,5,3,3,0,0,35.46398664990094,193,False,True,False,True,False,False,True,False,False,True,False,False,False,True
1.0,4,1,6.5,0,19,152,69,3,0,0,1605.3050131628218,1244,False,True,False,False,False,True,False,True,False,False,True,True,False,False
1.0,1,2,4.87,0,26,1,1,2,0,2,13.386803994252261,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,1,1,7.7,0,6,3,1,5,0,0,29.728037041123727,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True
1.0,8,0,6.38,0,29,2,1,2,0,0,17.11724483557397,0,True,False,False,False,True,False,True,False,True,False,False,False,True,False
1.0,8,0,9.93,0,28,5,2,2,0,0,37.31994858073342,110,True,False,False,True,False,False,False,True,False,True,False,False,True,False
0.0,8,0,10.94,0,7,3,1,4,0,0,28.841448930435448,87,True,False,False,True,False,False,True,False,False,True,False,True,False,False
1.0,4,0,9.5,0,29,3,1,3,0,0,28.841448930435448,45,True,False,False,False,True,False,False,True,False,False,True,False,False,True
1.0,9,2,11.7,0,9,2,1,3,0,2,19.31879102848867,0,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,5,0,7.5,0,31,2,1,3,0,0,24.520275953031778,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1.0,3,0,8.57,0,18,3,1,2,0,0,28.841448930435448,172,False,False,True,False,False,True,False,True,False,True,False,False,True,False
1.0,10,1,15.84,0,25,5,2,3,0,0,54.48141747185026,180,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,3,2,10.0,0,26,3,1,2,0,0,28.841448930435448,47,False,True,False,True,False,False,False,True,True,False,False,False,True,False
1.0,3,0,9.7,0,1,1,1,1,0,0,4.020567780195918,0,True,False,False,False,True,False,False,True,True,False,False,False,True,False
1.0,5,1,14.94,0,8,3,1,2,0,0,28.841448930435448,376,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1.0,7,1,16.84,0,1,3,1,5,0,1,25.052139289526387,0,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,5,0,6.25,0,1,5,2,1,0,0,52.179508110390245,136,True,False,False,False,True,False,False,True,True,False,False,False,True,False
1.0,10,1,16.02,0,10,3,1,3,0,0,28.841448930435448,29,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1.0,1,1,18.3,0,21,5,1,6,0,0,49.19501253389649,0,False,True,False,True,False,False,False,True,False,False,True,False,False,True
1.0,10,0,10.5,0,7,3,1,3,0,0,28.841448930435448,326,False,True,False,False,True,False,False,True,False,True,False,False,False,True
1.0,6,0,9.64,0,23,3,1,4,0,0,28.380606558340986,0,False,False,True,False,True,False,False,True,False,True,False,True,False,False
1.0,9,1,18.41,0,22,3,1,3,0,1,35.67649347958351,0,False,True,False,True,False,False,False,True,True,False,False,False,True,False
1.0,10,1,13.23,0,18,3,2,3,0,0,35.8557743262911,115,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,5,0,11.31,0,1,5,2,4,1,0,64.46727620424656,203,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,4,1,8.56,1,30,2,1,3,1,1,18.75014402362305,0,False,True,False,True,False,False,True,False,False,True,False,False,False,True
1.0,7,2,11.48,0,31,2,1,7,0,2,23.543343119211855,0,True,False,False,True,False,False,False,True,True,False,False,True,False,False
1.0,4,2,16.84,0,1,1,1,5,0,0,10.60275432104676,0,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,1,0,7.9,0,30,3,1,2,0,0,28.841448930435448,666,True,False,False,True,False,False,False,True,True,False,False,True,False,False
1.0,1,1,10.2,0,23,3,1,3,0,0,28.841448930435448,647,False,False,True,False,True,False,False,True,False,True,False,False,True,False
1.0,10,0,17.5,0,21,3,1,2,0,0,28.841448930435448,14,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,9,3,11.61,0,18,1,1,4,0,3,10.312965373551066,0,True,False,False,True,False,False,True,False,False,True,False,True,False,False
1.0,3,0,7.5,0,3,3,1,1,0,0,28.841448930435448,10,True,False,False,False,False,True,False,True,False,True,False,False,True,False
1.0,9,1,10.8,0,28,3,3,2,0,0,28.203187695454417,255,True,False,False,True,False,False,False,True,True,False,False,True,False,False
1.0,6,0,14.9,0,8,3,1,2,0,0,39.86570368720822,0,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,6,0,9.5,0,1,2,1,4,0,0,28.404338340134203,0,True,False,False,False,True,False,False,True,False,False,True,True,False,False
1.0,6,1,9.64,0,4,2,1,2,0,0,16.662981060701632,0,True,False,False,True,False,False,False,True,True,False,False,False,True,False
0.0,6,0,6.28,0,1,1,1,2,0,0,11.255023909603935,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,6,0,9.5,0,27,1,1,1,0,0,14.780486259093301,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,6,2,17.7,0,10,1,1,4,0,0,12.577936979603649,0,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,3,0,8.5,0,27,2,1,3,0,0,19.59905996544596,0,False,False,True,False,True,False,False,True,False,True,False,False,False,True
0.0,10,0,9.09,0,31,5,5,2,0,0,41.70752181266061,285,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,6,0,12.0,0,11,8,3,3,0,0,77.08623878656573,169,True,False,False,False,True,False,False,True,True,False,False,False,False,True
1.0,10,1,11.16,0,15,3,1,3,0,0,28.841448930435448,299,False,True,False,True,False,False,False,True,False,True,False,False,False,True
1.0,1,0,6.6,0,28,2,1,5,0,0,30.51913195356775,0,True,False,False,False,True,False,False,True,False,False,True,True,False,False
1.0,4,0,7.1,0,22,1,1,3,0,0,8.632238673734548,0,True,False,False,False,True,False,False,True,False,True,False,False,False,True
1.0,5,0,15.05,0,11,1,1,3,0,0,9.323104430195194,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1.0,9,0,11.5,0,7,2,1,2,0,0,20.62265941873813,0,False,False,True,False,False,True,False,True,False,True,False,False,True,False
1.0,3,0,6.5,0,5,18,18,4,0,0,168.08549004005542,871,False,False,True,False,False,True,False,True,True,False,False,True,False,False
1.0,6,1,9.45,0,1,3,1,2,0,0,28.841448930435448,69,False,True,False,True,False,False,False,True,True,False,False,True,False,False
1.0,3,1,5.8,0,26,8,2,4,0,0,85.92740579904184,152,True,False,False,False,True,False,False,True,False,True,False,True,False,False
1.0,6,0,9.5,0,10,3,1,3,0,0,28.841448930435448,204,True,False,False,False,True,False,False,True,False,True,False,True,False,False
1.0,8,1,10.71,0,3,2,1,2,0,0,22.654642891276254,0,False,False,True,True,False,False,True,False,False,False,True,False,True,False
1.0,9,1,12.88,0,4,3,1,4,0,3,31.43815450187641,0,True,False,False,True,False,False,False,True,False,True,False,True,False,False
0.0,3,0,10.94,0,4,3,1,4,0,0,28.841448930435448,174,False,True,False,True,False,False,False,True,True,False,False,False,False,True
1.0,8,0,13.7,0,18,6,2,3,0,0,49.35134654848936,176,True,False,False,True,False,False,True,False,True,False,False,False,False,True
1.0,3,1,14.9,0,19,2,1,2,0,1,17.39060583774679,0,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,7,0,10.8,0,7,1,1,3,0,0,10.95360805316512,0,True,False,False,True,False,False,False,True,False,True,False,False,False,True
0.0,1,0,6.0,0,1,3,1,2,0,0,28.841448930435448,43,True,False,False,False,True,False,False,True,False,False,True,True,False,False
1.0,9,0,13.0,0,28,3,1,2,0,0,28.841448930435448,169,True,False,False,False,True,False,False,True,True,False,False,False,True,False
1.0,6,2,16.8,1,28,3,1,4,0,0,28.841448930435448,107,True,False,False,True,False,False,False,True,False,True,False,False,False,True
0.0,6,0,11.52,0,15,6,2,2,0,0,75.29188581890234,147,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,5,1,12.6,0,3,3,2,2,0,1,23.635959218640323,136,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,4,2,11.09,0,28,4,1,5,1,0,38.92274976757205,0,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,4,1,8.56,0,7,2,1,3,0,1,14.824490915239359,0,True,False,False,True,False,False,True,False,False,True,False,False,False,True
1.0,4,0,7.299999999999999,0,21,2,1,3,0,0,29.048660123956438,0,False,True,False,False,True,False,False,True,False,True,False,True,False,False
1.0,8,0,11.61,0,3,4,1,2,0,0,46.07507461027813,0,True,False,False,True,False,False,True,False,False,False,True,True,False,False
1.0,10,0,9.5,0,18,3,1,1,0,0,28.841448930435448,21,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,1,1,6.16,0,27,4,2,2,0,1,35.45631389204771,205,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,10,1,8.5,0,5,3,1,2,0,0,28.841448930435448,30,True,False,False,False,True,False,False,True,False,False,True,False,True,False
1.0,10,2,9.64,0,14,3,1,2,0,0,28.841448930435448,737,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1.0,6,0,11.0,0,1,3,1,2,0,0,28.841448930435448,52,True,False,False,False,True,False,False,True,False,True,False,True,False,False
1.0,6,1,13.1,0,28,5,3,3,0,0,44.13135793703206,187,True,False,False,True,False,False,False,True,True,False,False,True,False,False
1.0,6,0,10.0,0,20,4,1,3,0,0,39.93597777143499,0,True,False,False,False,True,False,False,True,True,False,False,False,False,True
1.0,1,0,8.6,0,18,3,1,4,0,0,28.841448930435448,6,True,False,False,True,False,False,False,True,True,False,False,True,False,False
1.0,7,1,9.45,0,9,3,1,3,0,0,28.841448930435448,212,False,True,False,True,False,False,True,False,True,False,False,False,False,True
1.0,8,1,12.53,1,27,3,1,2,1,0,28.841448930435448,129,False,False,True,True,False,False,False,True,True,False,False,False,True,False
1.0,10,1,11.71,0,26,8,3,3,1,0,84.63404786619235,227,False,False,True,True,False,False,False,True,False,True,False,False,False,True
1.0,8,1,11.37,0,1,8,3,2,1,0,79.43576275697914,194,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,7,2,14.03,0,31,3,1,4,0,0,28.841448930435448,132,True,False,False,True,False,False,False,True,True,False,False,False,False,True
1.0,7,0,10.8,0,9,1,1,1,0,0,7.479557787733924,0,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,7,0,9.5,0,4,3,1,2,0,0,28.841448930435448,3,True,False,False,False,True,False,False,True,False,False,True,True,False,False
1.0,3,2,10.7,0,3,3,1,5,0,0,28.841448930435448,88,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,3,0,7.75,0,23,3,1,2,0,0,28.841448930435448,141,False,True,False,True,False,False,False,True,False,True,False,True,False,False
1.0,10,3,15.12,0,30,4,1,3,0,2,35.42692593710535,0,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,9,1,7.86,0,1,1,1,3,0,1,6.7979661633673985,0,True,False,False,True,False,False,True,False,True,False,False,False,False,True
1.0,10,2,14.52,0,17,3,1,2,0,0,28.841448930435448,127,True,False,False,True,False,False,False,True,True,False,False,False,True,False
1.0,6,1,15.1,0,1,5,3,3,0,0,33.88093036918522,91,False,False,True,True,False,False,False,True,False,True,False,False,False,True
1.0,3,0,6.58,0,28,3,1,2,0,0,29.045117184036798,0,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,1,1,8.7,0,7,5,2,2,0,0,43.6284713270672,268,True,False,False,False,True,False,False,True,True,False,False,False,True,False
1.0,7,1,16.84,0,26,1,1,3,0,0,11.43110025533769,0,False,True,False,True,False,False,False,True,False,False,True,False,True,False
1.0,10,2,9.09,0,1,2,1,3,0,0,17.643580475749346,0,True,False,False,True,False,False,False,True,False,False,True,False,False,True
1.0,5,0,10.0,0,27,3,3,1,0,0,31.6112669943836,159,True,False,False,False,False,True,False,True,False,False,True,False,True,False
1.0,4,0,18.56,0,29,3,1,3,0,0,28.841448930435448,198,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1.0,6,0,9.0,0,17,3,2,1,0,0,45.80898294383353,153,True,False,False,False,True,False,False,True,False,True,False,False,True,False
1.0,4,1,8.08,0,3,3,1,2,0,0,28.841448930435448,408,True,False,False,True,False,False,True,False,False,True,False,False,True,False
1.0,1,2,8.7,0,13,3,1,2,0,0,28.841448930435448,194,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1.0,1,0,4.1,0,6,10,10,2,0,0,80.62471423287175,472,True,False,False,False,False,True,False,True,False,True,False,True,False,False
1.0,3,0,13.1,0,27,6,3,3,0,0,37.65056429889263,158,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,6,0,12.06,0,17,3,1,3,0,0,28.841448930435448,4,False,False,True,True,False,False,True,False,False,False,True,False,False,True
1.0,1,1,12.9,0,12,9,4,2,0,0,89.9274439699222,274,True,False,False,True,False,False,False,True,False,True,False,True,False,False
1.0,5,2,10.82,0,13,3,1,3,0,0,28.841448930435448,360,True,False,False,True,False,False,False,True,False,True,False,False,True,False
1.0,6,0,9.7,0,28,1,1,1,0,0,9.724634493809376,0,False,True,False,True,False,False,False,True,False,True,False,False,True,False
1.0,9,0,11.0,0,15,2,2,2,0,0,19.37703630388863,288,False,False,True,False,False,True,False,True,False,False,True,True,False,False
1.0,10,2,11.88,0,30,3,2,2,0,1,31.69375229499554,123,False,False,True,True,False,False,False,True,False,True,False,False,True,False
1.0,5,1,8.65,0,29,3,1,3,0,0,28.841448930435448,1,False,True,False,True,False,False,False,True,False,True,False,False,False,True
1.0,7,1,18.7,0,14,3,1,5,0,1,28.0419910533698,0,True,False,False,True,False,False,False,True,False,True,False,False,False,True
1.0,8,1,11.1,0,24,3,1,2,0,0,28.841448930435448,166,True,False,False,True,False,False,False,True,False,False,True,False,True,False
1.0,1,0,7.1,0,1,1,1,2,0,0,10.394328261016504,0,False,True,False,False,True,False,False,True,False,True,False,True,False,False
1.0,6,0,9.0,0,19,2,1,2,0,0,24.099101210372424,0,False,True,False,False,True,False,True,False,False,True,False,True,False,False
1.0,5,1,12.41,0,29,3,1,2,0,0,28.841448930435448,38,False,True,False,True,False,False,False,True,False,True,False,True,False,False
