N_SUBSCRIPTIONS,PRICE,DAYS_FROM_PROMO,N_TRANSACTIONS,N_ITEMS,SUBSCR_CANC,MARGIN,MONTH,DAYS_BETWEEN_TRANSACTIONS,PAYMENT_TYPE_Coupon,POINT_OF_SALE_MI,PHONE_NUMBER,MAIL,AGE_22–30+,PROP_CONBINI_Medio,POINT_OF_SALE_BO,AGE_15–21,PROP_CONBINI_Alto,PAYMENT_TYPE_Card,PAID
1,10.97,9,1.0986122886681096,3,0,4.105010941440393,6,96,False,False,0,0,False,True,True,False,False,True,1
0,7.6,7,0.6931471805599453,1,0,3.7350301500818373,1,0,False,False,0,0,True,False,True,False,False,False,1
0,8.08,19,1.0986122886681096,4,0,4.1846549661352626,9,109,False,False,0,1,True,False,True,False,True,False,1
1,12.15,30,0.6931471805599453,3,0,3.058825294700671,6,0,False,False,0,0,False,False,True,True,True,True,1
1,10.8,31,0.6931471805599453,3,0,3.3958983308067054,7,115,False,False,0,0,False,True,True,True,False,True,1
1,7.9,26,0.6931471805599453,3,0,3.3958983308067054,1,246,False,True,0,0,False,True,False,True,False,True,1
0,13.76,14,0.6931471805599453,2,0,3.3958983308067054,9,316,False,False,0,0,True,False,True,False,False,True,1
0,10.0,17,0.6931471805599453,3,0,3.370274174737031,9,0,False,True,0,0,False,True,False,True,False,True,0
0,5.7,24,0.6931471805599453,3,0,2.401398018189878,3,0,False,False,0,0,True,True,True,False,False,False,1
0,13.18,1,1.3862943611198906,3,0,4.4656630223673055,6,183,False,False,0,0,False,True,False,True,False,True,1
2,8.9,26,1.0986122886681096,2,2,3.3031735465122223,9,129,False,False,0,0,False,False,True,True,False,True,1
1,13.6,21,0.6931471805599453,4,0,3.3958983308067054,5,252,False,False,0,0,False,False,True,True,True,True,1
1,12.66,21,0.6931471805599453,3,0,3.3958983308067054,3,78,False,False,1,1,False,True,False,True,False,True,1
0,12.9,1,1.6094379124341003,3,0,4.5494460856480075,5,229,False,False,0,0,True,False,False,False,True,True,1
1,7.83,13,1.0986122886681096,3,0,3.8564004404060155,3,102,False,False,0,0,False,True,True,False,False,True,1
0,6.0,8,1.0986122886681096,2,0,3.159373831020787,3,155,False,False,0,0,False,False,True,False,False,False,1
0,10.0,6,0.6931471805599453,4,0,3.3958983308067054,10,214,False,False,0,0,False,True,True,False,False,False,1
1,12.51,31,0.6931471805599453,2,0,3.3958983308067054,8,106,False,False,0,0,False,False,True,True,False,True,1
1,10.2,12,0.6931471805599453,4,2,2.9958130093280912,1,0,False,True,1,1,False,False,False,True,True,True,1
1,8.39,27,1.3862943611198906,2,0,4.393871860046245,6,191,False,False,0,0,False,False,True,False,False,True,1
0,12.0,25,0.6931471805599453,3,0,2.946710391174879,10,0,False,False,0,0,False,True,False,True,False,True,1
1,9.94,26,0.6931471805599453,1,0,3.3958983308067054,7,9,False,False,0,0,False,False,True,False,False,True,1
1,8.46,19,0.6931471805599453,3,0,2.4585968240874934,4,0,False,False,0,0,False,True,True,True,False,True,1
1,6.5,8,3.713572066704308,1,0,6.795653054678542,4,646,True,False,0,0,False,False,True,True,False,False,1
2,8.77,21,0.6931471805599453,3,0,3.3958983308067054,6,57,False,False,0,0,False,True,True,True,False,True,1
0,11.9,1,0.6931471805599453,2,0,2.635181479315867,6,0,False,False,0,0,False,False,False,True,False,True,1
2,14.8,29,0.6931471805599453,2,0,3.3958983308067054,8,329,False,True,0,0,False,False,False,True,False,True,1
1,6.55,6,1.0986122886681096,2,1,3.8535692223810067,8,159,False,False,0,0,True,False,True,False,False,True,1
1,6.81,4,1.0986122886681096,2,0,3.15475630889219,4,174,False,False,0,1,False,False,False,False,False,True,1
1,10.35,12,0.6931471805599453,3,0,1.9707099316858843,7,0,False,False,0,0,False,True,False,False,False,True,1
1,15.6,19,0.6931471805599453,2,0,3.3958983308067054,6,309,False,False,0,0,False,False,True,True,False,True,1
1,11.06,25,0.6931471805599453,3,0,3.3958983308067054,1,265,False,False,0,0,True,False,True,False,True,True,1
0,15.75,15,0.6931471805599453,3,0,2.3765292844527606,10,0,False,False,0,0,False,True,True,True,False,True,1
0,9.5,16,0.6931471805599453,4,0,2.2119876222603225,4,0,True,False,0,0,False,False,True,False,True,False,1
1,9.1,8,0.6931471805599453,2,1,3.1468629756383497,7,0,False,False,0,0,False,False,True,False,False,True,1
0,21.01,3,1.0986122886681096,5,0,4.169091738935105,9,143,False,False,0,0,False,True,True,False,False,True,0
0,10.86,16,0.6931471805599453,2,0,3.3958983308067054,5,127,False,False,0,0,True,False,True,False,True,True,0
0,11.43,26,0.6931471805599453,2,0,2.7625091871334053,5,0,False,False,0,0,True,False,True,False,False,True,1
0,9.03,28,0.6931471805599453,4,0,2.1794239562941873,4,0,False,False,0,0,False,False,True,True,True,True,1
1,7.54,1,1.791759469228055,1,0,4.141846439669227,6,226,False,False,0,0,True,False,False,False,False,False,1
1,9.44,14,0.6931471805599453,2,0,2.9310756009803898,6,0,False,False,0,0,False,False,True,True,False,True,1
0,8.56,26,0.6931471805599453,2,0,2.5624337766182306,5,0,False,False,0,0,False,False,False,True,False,False,1
2,10.85,1,0.6931471805599453,2,0,3.3958983308067054,6,190,False,False,0,0,False,False,True,False,False,True,1
0,6.6,3,3.8501476017100584,2,0,6.453886617148872,1,1031,True,False,0,0,False,False,True,True,True,False,1
0,8.08,10,0.6931471805599453,4,0,2.385619083708963,6,0,False,False,0,0,False,False,True,False,True,False,1
0,6.4,3,0.6931471805599453,2,0,2.368241915460522,1,0,True,False,0,0,False,False,True,True,False,False,1
1,12.51,31,0.6931471805599453,2,0,3.3958983308067054,8,174,False,False,0,0,True,False,True,False,False,True,1
2,23.0,18,0.6931471805599453,4,0,3.85225544806406,5,0,False,False,0,0,False,False,True,True,False,True,1
1,6.7,1,1.9459101490553132,2,0,4.6138898824746715,3,352,True,False,1,1,False,False,True,True,True,False,1
0,8.13,23,0.6931471805599453,2,0,3.3958983308067054,7,235,False,True,0,0,False,False,False,False,False,True,1
2,16.84,29,0.6931471805599453,4,3,2.3933980364125755,9,0,False,False,0,0,False,True,True,True,False,True,1
1,24.39,17,0.6931471805599453,4,0,2.993455134407742,9,0,False,False,0,0,False,True,True,True,False,True,0
1,12.5,3,0.6931471805599453,3,0,3.3958983308067054,7,228,False,False,0,0,False,True,True,False,False,False,1
1,14.49,1,0.6931471805599453,3,0,3.3958983308067054,8,12,False,False,0,0,False,True,True,True,False,True,1
0,7.9,26,1.0986122886681096,1,0,3.177787568800587,1,155,False,False,0,0,True,False,False,False,False,True,1
1,10.79,29,1.3862943611198906,4,0,4.490314515744398,8,224,False,False,0,0,False,False,True,True,True,True,1
1,6.5,28,5.2574953720277815,2,1,8.100484147341321,6,1791,True,False,0,1,False,False,True,True,True,False,1
1,9.1,10,0.6931471805599453,4,0,2.8590507924941346,7,0,False,True,0,0,False,False,False,False,True,True,0
1,6.74,29,0.6931471805599453,2,0,3.3958983308067054,3,34,False,False,0,0,False,False,True,True,False,False,1
2,12.69,29,0.6931471805599453,3,2,2.2300511884616774,6,0,False,False,0,0,False,True,False,True,False,True,1
1,6.73,27,2.1972245773362196,2,0,4.215308490687833,1,507,False,False,0,0,True,False,False,False,True,True,1
0,13.5,30,1.791759469228055,3,0,4.054386524065578,6,254,False,True,0,0,False,False,False,False,True,True,1
1,9.45,6,0.6931471805599453,2,0,3.3958983308067054,7,130,False,False,0,0,True,False,True,False,False,True,1
2,8.08,9,1.0986122886681096,5,0,3.077419227768615,10,215,False,False,0,0,False,False,True,True,True,False,1
0,11.0,9,0.6931471805599453,2,0,3.3958983308067054,6,408,False,False,0,0,False,False,True,True,True,False,1
0,10.36,9,1.3862943611198906,5,0,3.4905879060702425,4,129,False,False,1,1,False,False,True,False,True,True,1
0,7.5,7,1.6094379124341003,1,0,3.5742736226293443,3,282,True,False,0,0,False,False,True,False,False,False,1
0,13.25,4,0.6931471805599453,4,0,3.3958983308067054,8,275,False,False,0,0,False,True,True,True,False,True,0
1,7.25,1,0.6931471805599453,3,1,3.169524919412444,5,0,False,False,0,0,True,True,True,False,False,True,1
0,10.35,3,1.3862943611198906,2,0,4.2467251397917645,7,189,False,False,0,0,False,False,True,True,False,True,1
1,8.08,5,0.6931471805599453,3,0,3.5813996300470845,9,0,False,True,0,0,True,True,False,False,False,False,1
1,14.4,30,0.6931471805599453,4,0,3.3958983308067054,5,88,False,True,0,0,False,False,False,False,True,False,1
0,7.5,29,1.3862943611198906,3,0,4.09832729924949,4,210,False,True,0,0,True,True,False,False,False,False,1
2,14.5,31,0.6931471805599453,2,2,2.44976698552554,10,0,False,False,0,0,False,False,True,True,False,True,1
1,11.88,23,0.6931471805599453,2,0,3.3958983308067054,7,92,False,False,1,0,False,False,True,True,False,True,1
0,10.0,10,1.0986122886681096,2,0,4.039688409892613,8,137,False,False,0,0,False,False,True,False,False,False,1
0,9.5,15,1.3862943611198906,3,0,3.65870756320375,6,46,False,False,0,0,False,False,True,True,True,False,1
0,7.9,29,1.0986122886681096,3,0,3.4230625428556016,5,147,False,False,0,0,False,False,True,False,True,True,1
1,7.96,31,0.6931471805599453,2,1,3.524899747120359,1,0,False,False,0,0,False,False,True,True,False,True,1
2,11.61,27,0.6931471805599453,2,2,2.3350554725727175,6,0,False,False,0,0,False,False,True,True,False,True,1
1,6.5,22,0.6931471805599453,2,0,3.3958983308067054,9,80,False,False,0,0,False,False,True,False,True,False,1
1,6.6,10,0.6931471805599453,2,0,3.3958983308067054,1,77,True,False,0,0,False,False,False,True,True,False,1
1,13.77,25,0.6931471805599453,4,0,3.247179818518637,10,0,False,False,0,0,False,False,False,False,True,True,1
2,9.64,8,0.6931471805599453,2,0,3.3958983308067054,4,5,False,False,0,0,True,False,False,False,False,True,1
1,5.2,1,0.6931471805599453,2,0,3.3958983308067054,1,117,False,False,0,0,False,False,True,False,False,False,1
1,15.4,17,0.6931471805599453,3,0,2.3338188860433142,10,0,False,False,0,0,False,True,False,True,False,True,1
0,7.5,17,1.0986122886681096,3,0,3.55968147828222,1,135,False,False,0,0,False,True,True,False,False,True,1
1,16.2,1,0.6931471805599453,4,0,3.3958983308067054,1,136,False,False,0,0,False,True,True,True,False,True,1
3,12.43,3,1.0986122886681096,3,3,3.8341970894558015,8,164,False,False,0,0,False,True,True,False,False,True,1
0,7.5,7,0.6931471805599453,2,0,2.3290263926527897,1,0,False,False,0,0,True,False,True,False,False,False,1
0,6.56,1,0.6931471805599453,3,0,2.6219541071843246,1,0,False,False,0,0,False,True,True,False,False,False,1
0,7.5,3,1.0986122886681096,2,0,3.5043197519423916,3,146,True,False,0,0,False,False,True,False,True,False,1
0,8.93,29,0.6931471805599453,5,0,3.3958983308067054,7,326,False,False,0,0,False,False,True,True,True,True,0
0,7.5,18,0.6931471805599453,4,0,3.3958983308067054,10,223,False,False,0,0,False,False,True,True,True,False,1
0,14.9,28,0.6931471805599453,1,0,2.4127292962206806,9,0,False,False,0,0,True,False,True,False,False,True,1
2,18.7,8,1.0986122886681096,5,1,3.736835845473186,6,125,False,True,0,0,False,True,False,True,False,True,1
0,7.23,1,0.6931471805599453,4,0,3.3958983308067054,7,266,False,False,0,0,False,False,True,True,True,False,1
1,7.5,12,0.6931471805599453,3,1,3.0257224507137,3,0,False,True,0,0,False,True,False,True,False,False,1
1,13.4,14,0.6931471805599453,4,0,3.3958983308067054,8,364,False,False,0,0,True,False,True,False,True,False,1
0,14.13,1,0.6931471805599453,4,0,3.3958983308067054,7,200,False,False,0,0,False,True,True,False,False,True,1
1,10.17,1,0.6931471805599453,2,0,2.457975498757044,6,0,False,False,0,0,False,False,False,True,True,True,1
1,8.56,29,0.6931471805599453,2,0,3.3958983308067054,6,389,False,False,0,0,False,False,True,False,False,True,1
0,6.38,13,0.6931471805599453,5,0,2.682491260005631,6,0,False,False,0,0,False,False,True,True,True,False,1
1,9.94,3,1.0986122886681096,3,1,3.8051742662589465,1,89,False,True,1,1,False,True,False,True,False,True,1
0,9.5,22,1.0986122886681096,2,0,3.757625239590548,4,67,False,False,0,0,False,False,True,True,True,True,1
2,10.4,26,0.6931471805599453,2,2,2.605641113503178,3,0,False,True,1,1,False,False,False,False,True,True,1
2,24.39,30,1.0986122886681096,2,0,4.382046397714412,9,169,False,False,0,0,True,False,True,False,False,True,1
0,8.56,22,0.6931471805599453,3,0,3.3958983308067054,7,11,False,True,0,0,False,True,False,True,False,True,0
0,6.75,11,0.6931471805599453,2,0,2.875317482635581,3,0,False,False,0,0,False,False,True,False,False,True,1
0,18.64,6,1.0986122886681096,5,0,4.290843299597781,8,183,False,False,0,0,True,True,True,False,False,True,1
1,13.59,3,1.3862943611198906,3,1,3.5443119520420097,7,211,False,False,0,0,False,True,True,False,False,True,1
1,9.59,28,1.0986122886681096,2,0,2.933833080574558,5,262,False,False,0,0,False,False,True,False,False,True,1
0,7.5,27,0.6931471805599453,2,0,3.3958983308067054,1,46,False,False,0,0,False,False,False,False,False,False,1
0,9.45,23,1.0986122886681096,5,0,3.9180354782128175,7,159,False,False,0,0,False,False,False,False,True,True,0
0,7.8,24,0.6931471805599453,2,0,3.3958983308067054,4,275,False,False,0,0,False,False,True,True,False,False,1
1,9.08,1,1.0986122886681096,2,0,4.0526335297563385,7,254,False,False,0,0,False,False,True,True,False,True,1
1,18.32,26,1.3862943611198906,2,0,4.094281353381962,9,114,False,False,0,0,False,False,True,False,False,True,1
1,7.5,31,0.6931471805599453,2,0,2.9905698299968515,5,0,False,False,0,0,False,False,True,False,False,False,1
0,11.3,6,0.6931471805599453,2,0,3.1923762330255148,1,0,False,False,0,0,True,False,True,False,False,True,1
2,7.36,4,0.6931471805599453,5,0,2.2251106563058918,4,0,False,False,0,0,False,True,True,True,False,True,1
1,14.04,12,0.6931471805599453,3,0,3.3958983308067054,5,29,False,False,0,0,False,True,True,True,False,True,1
0,6.43,8,1.3862943611198906,2,0,3.442563813986355,5,192,False,True,0,0,False,False,False,False,False,True,1
1,10.44,19,0.6931471805599453,2,0,3.3958983308067054,10,166,False,False,0,0,False,False,False,True,False,True,1
0,14.0,1,0.6931471805599453,3,0,3.059407561074288,6,0,False,False,0,0,True,True,True,False,False,False,1
0,8.56,14,0.6931471805599453,3,0,2.6186871143098815,9,0,False,False,0,0,True,True,False,False,False,False,1
0,9.5,1,0.6931471805599453,2,0,3.3958983308067054,6,192,False,False,0,0,True,False,True,False,True,False,1
0,10.9,1,0.6931471805599453,2,0,3.3958983308067054,1,281,False,False,0,0,False,False,True,False,False,False,1
0,8.1,26,1.6094379124341003,1,0,3.869640813037222,1,110,True,False,0,0,False,False,True,True,False,False,1
1,7.86,18,0.6931471805599453,3,0,2.3913638146583507,3,0,False,False,0,0,False,False,True,True,False,True,1
4,14.31,29,0.6931471805599453,3,0,3.3958983308067054,6,264,False,False,0,0,True,False,True,False,False,True,1
2,27.7,13,0.6931471805599453,5,0,2.3621472007714535,7,0,False,False,1,1,False,True,True,True,False,True,1
2,16.28,27,0.6931471805599453,5,0,3.3958983308067054,9,57,False,False,0,0,True,True,True,False,False,True,1
0,10.53,30,0.6931471805599453,2,0,3.3958983308067054,5,167,False,True,0,0,False,False,False,False,False,True,1
2,14.45,25,1.0986122886681096,4,0,4.319223449836426,4,260,False,False,0,0,True,True,True,False,False,True,1
3,10.53,7,0.6931471805599453,2,1,2.386532645084432,10,0,False,False,0,0,False,False,True,True,False,True,1
0,7.299999999999999,16,1.791759469228055,1,0,3.7365077383260936,8,280,False,False,0,0,False,False,False,False,False,False,1
1,15.02,23,0.6931471805599453,1,0,3.3874834498611452,9,0,False,False,0,0,False,False,True,True,False,True,0
1,8.56,21,0.6931471805599453,2,0,3.2243253199042603,3,0,False,False,0,0,False,False,True,False,False,True,1
1,12.0,5,0.6931471805599453,2,0,3.3958983308067054,10,12,False,False,0,0,True,False,True,False,True,True,1
0,9.74,5,1.0986122886681096,1,0,3.4061424332566204,4,188,False,False,0,0,False,False,False,True,False,True,1
1,9.31,26,0.6931471805599453,3,0,3.3958983308067054,1,30,False,False,0,0,False,True,False,True,False,True,0
0,11.52,25,0.6931471805599453,2,0,2.5053572895430687,10,0,False,True,0,0,False,False,False,True,False,True,0
2,12.33,1,0.6931471805599453,3,2,3.345093158342587,8,0,False,True,0,0,False,True,False,False,False,True,1
1,9.1,5,0.6931471805599453,3,0,3.106374257426713,4,0,False,False,0,0,False,True,True,True,False,False,1
1,11.7,1,1.0986122886681096,2,1,4.026539854015196,5,117,False,False,0,0,True,False,True,False,False,False,1
0,12.0,28,1.3862943611198906,1,0,3.3236640485097606,6,246,False,False,0,0,False,False,True,True,False,False,1
0,10.5,14,0.6931471805599453,2,0,2.507704621091343,10,0,False,False,0,0,False,False,True,True,False,False,1
2,11.43,20,0.6931471805599453,2,0,3.3958983308067054,7,39,False,False,1,1,False,False,True,False,False,True,1
1,6.5,29,0.6931471805599453,1,0,3.001187815077691,9,0,True,False,0,0,False,False,True,False,False,False,1
2,18.95,1,0.6931471805599453,7,0,3.3958983308067054,4,201,False,False,0,0,False,True,True,True,False,True,1
0,7.31,23,1.0986122886681096,2,0,4.1434790510663255,8,121,False,False,0,0,True,False,True,False,False,True,1
1,14.0,1,1.0986122886681096,2,0,3.89212193623539,10,295,False,False,0,0,False,False,False,False,False,True,1
2,15.8,29,0.6931471805599453,4,0,3.3958983308067054,9,108,False,False,1,1,True,False,True,False,True,True,1
1,13.14,16,0.6931471805599453,5,1,3.5617631919144737,7,0,False,False,0,0,False,True,True,True,False,True,1
1,11.0,3,0.6931471805599453,3,1,3.6879037344490158,6,0,False,False,1,1,True,True,True,False,False,True,1
2,6.0,28,0.6931471805599453,3,0,2.4991743870438983,3,0,False,False,0,0,False,False,True,True,False,False,1
1,20.5,13,1.9459101490553132,3,0,3.7824295442209994,10,373,False,False,0,0,True,False,True,False,True,True,1
1,8.03,27,0.6931471805599453,2,0,2.339190123522189,1,0,False,True,0,0,False,False,False,True,False,True,1
0,7.299999999999999,24,1.6094379124341003,2,0,4.500413515266117,1,249,True,False,0,0,True,False,True,False,True,False,1
1,11.79,28,1.3862943611198906,2,1,4.198089308427154,7,295,False,False,0,0,False,False,True,True,False,True,1
0,6.7,24,1.791759469228055,2,0,4.063019848154055,9,212,True,False,1,1,False,False,True,True,True,False,1
2,14.9,30,1.791759469228055,1,0,3.58915873168138,9,209,False,False,0,0,False,False,True,True,False,True,1
0,15.03,14,0.6931471805599453,4,0,3.392886425328888,8,0,False,False,0,0,False,True,True,False,False,True,0
1,8.59,30,0.6931471805599453,2,1,3.0950724149439965,3,0,False,False,0,0,False,False,True,False,False,True,1
0,8.08,19,0.6931471805599453,3,0,3.0769800769782156,5,0,False,False,0,0,False,True,True,True,False,False,1
1,10.88,7,0.6931471805599453,3,1,2.398296122343837,9,0,False,False,0,0,True,True,True,False,False,True,0
0,16.47,7,0.6931471805599453,5,0,2.643666172838497,10,0,False,True,0,0,False,True,False,True,False,True,0
0,12.87,28,0.6931471805599453,3,0,1.9640636154484024,10,0,False,False,0,1,True,False,True,False,False,True,0
2,13.34,5,0.6931471805599453,1,0,3.3958983308067054,10,238,False,False,0,0,True,False,True,False,False,True,1
0,7.9,1,0.6931471805599453,1,0,3.3763551682559507,8,0,True,False,0,0,True,False,True,False,False,False,1
0,6.6,4,2.9444389791664403,1,0,5.183760752015961,1,534,True,False,0,0,False,False,False,True,False,False,1
1,10.3,20,0.6931471805599453,1,0,2.124524443313061,3,0,False,False,0,0,False,False,False,False,False,True,1
0,8.6,28,1.0986122886681096,4,0,3.4824996981350202,3,210,False,False,0,0,False,False,True,True,True,False,1
2,15.24,28,1.3862943611198906,3,2,4.433059031071196,9,216,False,False,0,0,False,True,False,False,False,True,1
1,17.0,6,0.6931471805599453,2,0,3.519435402827253,9,0,False,True,0,0,False,False,False,True,False,True,1
0,6.5,30,0.6931471805599453,3,0,3.3958983308067054,5,107,True,False,0,0,True,False,True,False,True,False,1
1,7.74,1,0.6931471805599453,2,0,3.3958983308067054,3,395,False,False,0,0,False,False,True,False,False,True,1
0,7.5,15,0.6931471805599453,4,0,2.4640968156870198,1,0,False,False,0,0,True,False,True,False,True,False,1
0,8.0,1,0.6931471805599453,1,0,2.123512105870573,1,0,False,False,0,0,False,False,True,True,False,False,1
1,6.5,15,4.820281565605037,1,0,7.39138069556981,3,1629,True,False,0,0,False,False,True,False,False,False,1
0,10.63,1,0.6931471805599453,4,0,3.3958983308067054,6,10,False,False,0,0,True,True,True,False,False,True,1
0,9.0,30,0.6931471805599453,2,1,2.427755827502706,7,0,False,False,0,0,False,False,True,False,True,False,1
0,7.23,28,0.6931471805599453,2,0,3.3958983308067054,8,275,False,False,0,0,False,False,False,False,False,False,1
0,7.6,17,1.3862943611198906,2,0,4.415764225821323,3,157,True,False,0,0,False,False,True,True,True,False,1
0,9.2,30,0.6931471805599453,2,0,2.257031244214647,4,0,False,False,0,0,False,False,True,True,True,False,1
1,9.99,12,0.6931471805599453,3,0,3.3958983308067054,6,107,False,False,0,0,False,True,True,True,False,True,1
2,20.6,21,0.6931471805599453,3,0,3.837189351169955,5,0,False,False,1,1,False,False,True,True,False,True,1
1,7.0,29,1.0986122886681096,3,1,4.04341523035518,10,237,False,False,0,0,False,True,True,True,False,False,1
2,12.18,1,1.6094379124341003,2,0,4.063831559846079,10,212,False,False,0,0,False,False,True,False,True,True,1
0,10.4,26,0.6931471805599453,2,0,3.3958983308067054,4,21,True,False,0,0,False,False,True,False,True,False,1
0,7.28,23,1.0986122886681096,5,0,3.411623743600134,4,169,False,False,0,0,False,False,True,True,True,False,1
2,10.44,15,0.6931471805599453,4,2,2.7434151816998615,3,0,False,False,0,0,False,False,False,False,True,True,1
1,9.5,1,0.6931471805599453,3,0,3.3958983308067054,6,300,False,False,0,0,True,False,True,False,True,True,1
0,9.5,29,0.6931471805599453,4,0,3.3958983308067054,1,159,True,False,0,0,False,True,True,True,False,False,1
1,9.1,24,0.6931471805599453,2,0,3.3958983308067054,7,202,False,False,0,0,True,False,True,False,False,True,1
1,11.88,10,1.3862943611198906,2,0,3.5573893368572436,10,197,False,False,0,0,False,False,True,True,False,True,1
3,10.8,23,1.0986122886681096,2,3,4.61624201071628,10,87,False,False,0,0,False,False,True,False,False,True,1
0,13.38,21,0.6931471805599453,2,0,3.0610178402576578,4,0,False,False,0,0,False,False,False,False,False,False,1
2,14.9,28,1.0986122886681096,2,2,3.9522785427905425,9,95,False,False,0,0,False,False,True,True,False,True,1
0,13.3,5,1.0986122886681096,1,0,3.4925379828170984,10,112,False,False,0,0,False,False,True,True,False,True,0
1,10.0,13,0.6931471805599453,4,0,2.3995068326136195,5,0,False,False,0,0,False,False,True,False,True,False,1
0,14.43,7,1.0986122886681096,4,0,4.207280847181583,8,230,False,False,0,0,False,True,True,True,False,True,1
0,8.4,12,0.6931471805599453,2,0,3.3958983308067054,5,49,False,False,0,1,False,False,True,True,True,False,1
1,9.0,25,0.6931471805599453,4,0,3.3958983308067054,10,87,True,False,0,0,False,False,True,True,True,False,1
2,5.2,1,0.6931471805599453,2,0,3.3958983308067054,1,256,False,False,0,0,False,False,False,True,False,False,1
1,15.31,20,0.6931471805599453,4,0,3.3958983308067054,10,114,False,False,0,0,False,True,True,True,False,True,1
0,6.5,30,3.044522437723423,2,1,6.230820792782022,1,412,True,False,0,0,False,False,True,True,True,False,1
0,6.47,24,1.0986122886681096,2,0,4.069472881801212,1,180,False,False,0,0,False,False,True,False,False,True,1
0,7.6,27,1.3862943611198906,2,0,3.9658333375294745,1,180,False,False,0,0,True,False,True,False,False,True,1
1,12.6,1,1.0986122886681096,1,0,3.935349138153629,4,170,False,False,0,0,False,False,True,False,False,True,1
2,13.9,24,0.6931471805599453,2,0,3.3958983308067054,10,136,False,False,0,0,False,False,True,True,False,True,1
1,8.08,31,0.6931471805599453,3,0,3.3958983308067054,5,315,False,False,0,0,False,True,True,True,False,False,1
1,14.75,3,0.6931471805599453,2,0,2.570160411945159,8,0,False,False,0,0,False,False,False,True,False,True,1
1,17.61,4,1.0986122886681096,4,0,3.8505818724628678,5,153,False,False,0,0,True,False,True,False,True,True,1
0,10.0,1,0.6931471805599453,3,0,3.3958983308067054,8,58,True,True,0,0,True,True,False,False,False,False,1
2,17.47,27,0.6931471805599453,3,0,3.254501085799013,3,0,False,False,0,0,False,False,False,False,False,True,1
0,6.7,3,1.3862943611198906,2,0,3.836374893724943,8,264,True,False,1,1,False,False,False,True,True,False,1
2,8.36,17,1.0986122886681096,3,1,3.8945802247732266,1,165,False,False,0,0,False,False,True,True,False,True,1
0,9.08,3,1.791759469228055,3,0,3.9774925092931284,5,404,False,False,0,0,False,False,True,False,True,True,1
2,4.5,22,4.465908118654584,1,2,6.94430164374992,5,1590,False,False,0,0,True,False,True,False,False,False,1
0,10.62,25,1.0986122886681096,3,0,3.9036065359279672,4,73,False,False,0,0,True,True,False,False,False,True,1
0,8.48,29,1.6094379124341003,1,0,3.9865283311657493,9,298,False,False,0,0,True,False,True,False,False,True,1
0,10.67,15,1.6094379124341003,3,0,4.5404763685230956,9,79,False,False,0,1,False,False,True,False,True,True,1
1,15.6,17,1.0986122886681096,4,0,3.732194943157695,10,193,False,True,0,0,False,False,False,False,True,True,1
1,7.71,28,0.6931471805599453,2,0,2.1830412951348874,6,0,False,False,0,0,False,False,True,False,False,True,1
0,5.41,4,0.6931471805599453,4,0,3.3958983308067054,4,29,False,False,0,0,False,False,False,True,True,True,1
1,14.1,9,1.0986122886681096,3,0,4.0444540235476225,3,269,False,False,0,0,True,True,True,False,False,True,1
2,11.88,3,0.6931471805599453,2,0,3.3958983308067054,10,113,False,False,0,0,False,False,False,True,False,True,1
0,11.2,10,0.6931471805599453,2,0,3.3958983308067054,10,93,False,False,0,0,False,False,True,True,False,True,1
0,8.6,1,1.3862943611198906,1,0,3.9753533086960537,1,187,False,False,0,0,False,False,True,False,False,True,1
0,12.0,5,1.0986122886681096,2,0,3.1847471798347575,6,264,False,False,0,0,False,False,False,False,False,False,1
0,9.64,23,1.3862943611198906,3,0,4.315782224338513,8,148,False,False,0,0,False,True,True,False,False,True,0
2,12.9,5,1.3862943611198906,1,3,3.619499279581,9,172,False,False,0,0,False,False,True,True,False,True,1
0,10.44,1,0.6931471805599453,3,0,3.3958983308067054,10,180,False,False,0,0,True,True,False,False,False,True,1
1,18.61,23,0.6931471805599453,3,0,3.3598266047072145,3,0,False,False,0,0,False,False,True,True,False,True,1
0,9.6,26,0.6931471805599453,3,0,3.338543270232979,6,0,False,False,0,0,False,True,True,False,False,False,0
0,10.7,1,0.6931471805599453,2,0,3.5895473152178243,6,0,False,False,0,0,False,False,False,True,False,False,1
2,8.15,1,1.0986122886681096,2,3,3.958338619997586,10,195,False,False,0,0,False,False,False,True,False,True,1
1,8.56,1,1.6094379124341003,2,0,4.0324525500209,4,125,False,False,0,0,False,False,True,True,False,False,1
0,15.15,17,1.0986122886681096,4,0,3.8350605879754656,10,40,False,False,0,1,False,True,True,False,False,True,1
3,19.89,19,0.6931471805599453,5,0,3.3958983308067054,6,8,False,True,0,0,False,True,False,True,False,True,1
1,7.0,21,0.6931471805599453,2,1,3.0668419036090295,4,0,False,True,0,0,False,False,False,True,False,False,1
2,17.0,8,1.0986122886681096,4,1,3.4893016756899367,10,214,False,False,0,0,False,False,True,True,True,True,1
2,11.0,6,0.6931471805599453,2,0,2.2113574436776218,8,0,False,False,0,0,False,False,True,False,False,True,1
1,20.54,5,1.0986122886681096,4,0,3.553730075785955,8,121,False,False,0,0,False,False,True,True,True,True,1
1,7.76,21,0.6931471805599453,3,0,3.674826967899085,1,0,False,False,0,0,False,True,True,True,False,True,1
1,7.71,29,0.6931471805599453,2,1,3.6597217596485625,4,0,False,False,0,0,False,False,True,False,False,True,1
