PAID;POINT_OF_SALE;EVENT_ID;YEAR;MONTH;N_SUBSCRIPTIONS;PRICE;PHONE_NUMBER;PROP_CONBINI;PAYMENT_TYPE;FAV_GENRE;AGE;DAYS_FROM_PROMO;BOOKS_PAID;N_TRANSACTIONS;N_ITEMS;DATE_LAST_PURCHASE;CUSTOMER_SINCE;MAIL;SUBSCR_CANC;MARGIN
YES;RM;INN06762;2018;SEP;1;9.758;0;0,33333;Card;Shojo;24;13.0;;;3;01/01/0001;01/01/9999;0;0;
YES;MI;INN04331;2018;MAY;1;10.53;0;0,5;Card;Shonen;;3.0;2.0;1.0;4;18/12/2017;18/12/2017;0;0;17.101553684985735
YES;BO;INN36211;2018;AUG;1;15.930000000000001;1;0,0;Card;Shonen;20;17.0;1.0;1.0;3;22/05/2018;22/05/2018;1;1;12.243890892782337
YES;BO;INN25662;2018;AUG;1;8.075;0;0,0;Card;Shojo;23;5.0;1.0;1.0;2;21/01/2018;21/01/2018;0;0;8.818165464059243
YES;NA;INN18726;2018;APR;0;11.9;0;0,0;Card;Shojo;27;29.0;1.0;1.0;2;25/04/2018;25/04/2018;0;0;9.29493356754829
YES;RM;INN04987;2018;OCT;0;12.33;0;0,33333;Card;Shonen;24;2.0;3.0;2.0;3;21/06/2018;26/02/2018;0;0;30.751376491421006
YES;BO;INN31556;2018;MAR;1;8.245000000000001;0;0,0;Card;Shonen;20;1.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN15046;2018;JUN;1;13.59;1;0,0;Card;Shonen;;18.0;;;2;01/01/0001;01/01/9999;1;0;
YES;BO;INN24920;2018;JUL;2;12.15;0;0,25;Card;Shonen;16;17.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN11687;2018;MAR;1;6.92;0;0,0;Card;Shonen;18;11.0;1.0;1.0;2;23/12/2017;23/12/2017;0;0;10.937376603588076
YES;BO;INN31941;2018;JUN;1;8.64;0;0,5;Card;Shonen;12;2.0;2.0;1.0;2;14/02/2018;14/02/2018;0;0;18.368818259464216
YES;MI;INN16670;2018;JUN;0;13.26;0;0,0;Card;Shonen;<=10;7.0;;;2;01/01/0001;01/01/9999;0;0;
YES;MI;INN26661;2018;SEP;0;8.567;0;0,0;Cash;Shonen;24;30.0;4.0;3.0;1;02/01/2018;26/04/2017;0;0;43.83829112226928
YES;BO;INN18886;2018;AUG;1;8.075;0;0,0;Card;Shojo;18;29.0;2.0;1.0;2;24/01/2018;24/01/2018;0;1;21.454334700844488
YES;MI;INN23009;2018;SEP;0;6.5;1;0,0;Coupon;Shonen;<=10;8.0;20.0;8.0;1;07/09/2018;01/06/2017;1;0;250.74860241803657
YES;BO;INN20377;2018;SEP;2;15.624;0;0,0;Card;Shonen;20;17.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN08131;2018;JUL;1;15.1;0;0,5;Card;Shonen;;12.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN13293;2018;JUL;0;13.9;0;0,0;Card;Shojo;22;5.0;2.0;1.0;2;16/06/2018;16/06/2018;0;0;22.2365621008318
YES;RM;INN13939;2018;SEP;2;14.219999999999999;0;0,0;Card;Shonen;16;29.0;2.0;1.0;3;07/08/2018;07/08/2018;0;3;25.56278407798146
YES;BO;INN30988;2018;MAY;1;12.012;0;0,66667;Card;Shonen;19;31.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN20104;2018;JUL;0;7.65;0;0,0;Cash;Shonen;23;3.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN00391;2018;FEB;0;8.0;0;0,5;Coupon;Shonen;16;7.0;6.0;3.0;2;07/02/2018;12/09/2017;0;0;78.26082478544225
YES;BO;INN18704;2018;JUL;0;8.245000000000001;0;0,33333;Cash;Shonen;;2.0;6.0;3.0;3;04/02/2018;24/05/2017;0;0;56.8224833074521
YES;BO;INN17072;2018;MAR;0;4.84;0;0,0;Cash;Shonen;22;11.0;5.0;3.0;2;05/02/2018;27/09/2017;0;0;56.08577885977275
YES;RM;INN25297;2018;FEB;1;9.3;0;0,0;Card;Shonen;17;22.0;5.0;3.0;2;18/02/2018;01/07/2017;0;0;50.65121576967529
YES;BO;INN35198;2018;JUN;1;9.067;0;0,33333;Cash;Shonen;28;3.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN24666;2018;JAN;0;8.0;0;0,8;Cash;Shonen;<=10;15.0;;;5;01/01/0001;01/01/9999;0;0;
YES;BO;INN21496;2018;AUG;1;9.6;0;0,5;Cash;;11;10.0;3.0;1.0;4;01/01/2018;01/01/2018;1;0;42.240331587757396
YES;MI;INN00663;2018;JAN;0;6.6;0;0,8;Coupon;Shonen;23;24.0;6.0;4.0;5;14/01/2018;04/05/2017;1;0;54.69954693732337
NO;BO;INN04509;2018;JUL;0;10.9;0;0,0;Card;;18;8.0;2.0;1.0;2;10/09/2017;10/09/2017;0;0;29.171099809554306
YES;NA;INN32123;2018;FEB;0;8.1;0;0,5;Coupon;Shonen;14;2.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN10259;2018;OCT;1;7.554;0;0,0;Card;Shonen;27;31.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN13595;2018;JAN;1;7.5;1;0,0;Card;Shojo;14;9.0;3.0;1.0;3;22/12/2017;22/12/2017;1;0;39.54221140152855
YES;RM;INN22959;2018;MAY;2;11.985;0;0,0;Card;Shonen;15;8.0;2.0;1.0;2;27/02/2018;27/02/2018;0;2;16.318222801093793
YES;BO;INN14307;2018;MAY;1;14.040000000000001;0;0,0;Card;Shonen;11;3.0;;;2;01/01/0001;01/01/9999;0;0;
YES;RM;INN35613;2018;MAY;0;13.0;0;0,0;Coupon;Shonen;17;30.0;5.0;2.0;1;27/03/2018;29/10/2017;0;0;59.42086738368595
YES;MI;INN07036;2018;MAY;2;5.6;0;0,0;Cash;;<=10;13.0;2.0;1.0;2;06/05/2018;06/05/2018;0;0;18.649404659591756
YES;BO;INN25019;2018;MAR;1;8.245000000000001;0;0,0;Card;Shonen;<=10;13.0;3.0;1.0;2;05/01/2018;05/01/2018;0;0;40.432648560622084
YES;MI;INN19985;2018;JAN;1;8.9;0;0,5;Card;Shonen;19;1.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN11081;2018;OCT;2;10.35;0;0,0;Card;Shonen;24;18.0;1.0;1.0;2;18/10/2018;18/10/2018;0;2;15.383556699187272
YES;BO;INN14905;2018;OCT;1;7.554;0;0,0;Card;Shonen;16;31.0;;;2;01/01/0001;01/01/9999;0;0;
NO;NA;INN30056;2018;JUN;0;13.0;0;0,16666;Cash;Shonen;19;27.0;3.0;2.0;6;26/11/2017;03/06/2017;0;0;43.47760021743814
YES;RM;INN11444;2018;JUN;0;12.0;0;0,0;Cash;Shonen;23;9.0;;;2;01/01/0001;01/01/9999;0;0;
YES;RM;INN17215;2018;SEP;3;19.093;1;0,25;Card;;21;2.0;1.0;1.0;4;20/08/2018;20/08/2018;1;0;12.547623833235843
YES;BO;INN22711;2018;FEB;0;8.598;0;0,33333;Cash;Shonen;19;26.0;2.0;1.0;3;22/02/2018;22/02/2018;0;0;25.100666450688458
YES;RM;INN13616;2018;MAY;0;11.0;0;0,66667;Coupon;Shonen;24;21.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN07558;2018;JUN;1;14.1;0;0,0;Card;Shonen;13;3.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN15716;2018;OCT;1;8.5;0;0,0;Cash;Shonen;25;15.0;;;2;01/01/0001;01/01/9999;0;0;
YES;MI;INN33699;2018;APR;1;12.86;0;0,0;Card;Shonen;18;1.0;1.0;1.0;2;03/03/2018;03/03/2018;0;0;10.422923967957862
YES;RM;INN08774;2018;FEB;1;8.107;0;0,0;Card;Shonen;20;26.0;2.0;1.0;2;09/02/2018;09/02/2018;0;0;24.085326901386424
YES;RM;INN27366;2018;JUL;0;7.225;0;0,0;Cash;Shonen;21;12.0;;;2;01/01/0001;01/01/9999;0;0;
YES;RM;INN09152;2018;APR;0;12.538;0;0,0;Card;Shonen;<=10;26.0;3.0;1.0;2;06/02/2018;06/02/2018;0;0;27.499766518473777
YES;RM;INN05916;2018;MAR;0;4.667;0;0,33333;Cash;Shonen;;3.0;1.0;1.0;3;03/12/2017;03/12/2017;0;0;8.656867831426018
YES;BO;INN23165;2018;OCT;3;15.12;0;0,0;Card;Shonen;28;29.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN07502;2018;FEB;0;8.7;0;0,0;Cash;Shonen;<=10;28.0;6.0;2.0;2;17/02/2018;04/07/2017;0;0;77.36484071552526
YES;BO;INN17581;2018;OCT;1;10.305;0;0,66667;Card;Shojo;17;31.0;7.0;2.0;3;22/06/2018;13/02/2018;0;1;61.545561145870984
YES;BO;INN20555;2018;FEB;1;6.953;0;0,6;Card;Shonen;17;21.0;3.0;2.0;5;10/12/2017;15/07/2017;0;0;24.353657472097986
YES;NA;INN16284;2018;APR;1;7.1;0;0,5;Cash;Shonen;24;2.0;1.0;1.0;4;28/11/2017;28/11/2017;0;0;5.822422492220776
YES;BO;INN14098;2018;MAR;1;7.82;0;0,0;Card;Shonen;18;28.0;3.0;2.0;2;10/01/2018;20/06/2017;0;1;30.4601285546177
YES;RM;INN34019;2018;FEB;1;7.9;0;0,33333;Card;Shojo;13;19.0;1.0;1.0;3;29/01/2018;29/01/2018;0;0;10.25241327841435
YES;BO;INN17817;2018;MAY;2;9.9;0;0,33333;Card;Shojo;16;19.0;1.0;1.0;3;30/04/2018;30/04/2018;1;0;9.180011818855226
YES;BO;INN03048;2018;SEP;1;7.242;0;0,33333;Card;Shojo;23;4.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN17670;2018;AUG;1;12.120999999999999;0;0,0;Cash;Shonen;14;30.0;;;3;01/01/0001;01/01/9999;0;0;
YES;RM;INN02464;2018;SEP;1;10.115;0;0,33333;Cash;Shonen;11;2.0;5.0;5.0;3;11/06/2018;03/09/2017;0;1;55.73187192835484
YES;BO;INN19471;2018;FEB;0;17.3;0;0,25;Card;Shonen;13;4.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN21700;2018;JUL;0;6.5;0;0,5;Coupon;Shonen;18;2.0;119.0;66.0;2;02/07/2018;23/01/2016;0;0;1211.8519236967295
YES;BO;INN02215;2018;SEP;1;12.959999999999999;0;0,33333;Card;Shonen;<=10;10.0;3.0;1.0;3;12/05/2018;12/05/2018;0;0;33.91453703488335
YES;BO;INN28821;2018;FEB;1;8.18;0;0,5;Card;Shonen;13;3.0;1.0;1.0;2;16/01/2018;16/01/2018;0;0;9.930068085821674
YES;BO;INN20974;2018;MAY;1;10.17;0;0,5;Card;Shojo;25;6.0;2.0;1.0;4;22/12/2017;22/12/2017;0;0;21.995027137685085
YES;BO;INN12097;2018;SEP;0;14.6;0;0,0;Coupon;;16;24.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN02935;2018;MAY;0;12.690000000000001;0;0,5;Card;Shonen;28;15.0;1.0;1.0;2;02/03/2018;02/03/2018;1;0;9.832150801051474
YES;BO;INN27523;2018;SEP;2;11.895999999999999;0;0,33333;Cash;Shonen;20;2.0;;;3;01/01/0001;01/01/9999;0;0;
YES;RM;INN26215;2018;JUL;0;8.48;0;0,0;Cash;Shonen;19;9.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN25066;2018;AUG;2;9.095;0;0,0;Card;Shonen;28;23.0;1.0;1.0;2;07/03/2018;07/03/2018;0;4;11.124139063007712
YES;RM;INN34584;2018;OCT;1;15.84;0;0,0;Card;Shonen;25;29.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN04543;2018;APR;1;9.595;0;0,0;Card;Shonen;18;3.0;1.0;1.0;2;05/03/2018;05/03/2018;0;1;8.522379138900327
YES;MI;INN10423;2018;MAR;0;8.9;0;0,33333;Card;Shojo;<=10;29.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN20805;2018;APR;0;9.6;0;0,5;Cash;Shonen;13;10.0;;;2;01/01/0001;01/01/9999;0;0;
NO;MI;INN01042;2018;APR;0;14.9;0;0,0;Card;Shonen;<=10;7.0;3.0;2.0;3;29/03/2018;22/09/2017;0;0;27.460291280256467
YES;BO;INN16356;2018;MAY;1;9.945;0;0,33333;Card;Shonen;<=10;1.0;2.0;1.0;3;06/01/2018;06/01/2018;0;1;23.593176723235214
YES;BO;INN15641;2018;OCT;0;9.809999999999999;0;0,33333;Card;Shojo;<=10;2.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN15380;2018;SEP;0;15.3;0;0,33333;Card;Shonen;20;26.0;5.0;2.0;3;11/09/2018;04/01/2018;0;0;58.591047205695915
YES;BO;INN11059;2018;FEB;0;8.5;0;0,0;Card;Shonen;;27.0;;;1;01/01/0001;01/01/9999;0;0;
YES;BO;INN11681;2018;OCT;2;17.0;0;0,33333;Card;Shonen;18;11.0;2.0;1.0;3;27/09/2018;27/09/2018;0;1;18.439869099535613
YES;BO;INN18472;2018;JUN;1;9.1;0;0,33333;Card;Shonen;18;18.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN01043;2018;MAR;0;10.68;0;0,33333;Card;Shonen;12;12.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN10410;2018;MAR;1;6.75;0;0,0;Card;Shojo;16;28.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN33814;2018;MAR;1;7.109999999999999;0;0,33333;Card;Shojo;22;23.0;3.0;2.0;3;05/02/2018;09/08/2017;0;0;25.513004661168715
YES;BO;INN16232;2018;APR;1;10.115;0;0,0;Card;Shonen;25;16.0;;;2;01/01/0001;01/01/9999;0;0;
YES;RM;INN33045;2018;APR;3;9.629999999999999;0;0,33333;Card;Shonen;14;29.0;2.0;1.0;3;30/11/2017;30/11/2017;0;5;16.973981697663692
YES;BO;INN01282;2018;OCT;1;10.318000000000001;0;0,0;Card;Shojo;23;29.0;;;1;01/01/0001;01/01/9999;0;0;
YES;RM;INN23673;2018;JUL;0;10.118;0;0,66667;Card;Shonen;<=10;4.0;1.0;1.0;3;04/07/2018;04/07/2018;0;0;11.914221387976271
YES;BO;INN08431;2018;APR;1;8.559000000000001;0;0,33333;Card;Shonen;22;6.0;1.0;1.0;3;08/03/2018;08/03/2018;0;0;8.552067960391604
YES;RM;INN03300;2018;MAY;1;12.9;0;0,5;Card;Shojo;16;23.0;1.0;1.0;4;22/01/2018;22/01/2018;0;0;11.715541883348047
YES;RM;INN20411;2018;AUG;0;11.790000000000001;0;0,0;Card;Shonen;25;1.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN10263;2018;JUL;0;9.690000000000001;0;0,0;Cash;Shonen;27;8.0;2.0;1.0;3;06/03/2018;06/03/2018;0;0;27.336528218588015
YES;MI;INN30489;2018;OCT;0;11.0;0;0,5;Coupon;Shonen;12;1.0;3.0;3.0;2;29/09/2018;01/12/2017;0;0;28.154771913847053
YES;MI;INN14358;2018;JUN;1;20.4;0;0,33333;Card;;26;12.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN14797;2018;FEB;0;7.0;0;0,0;Cash;Shonen;21;22.0;3.0;1.0;2;16/09/2017;16/09/2017;0;0;41.95956044496739
YES;RM;INN18539;2018;MAY;0;9.24;0;0,0;Card;Shonen;19;28.0;;;2;01/01/0001;01/01/9999;0;0;
YES;RM;INN26498;2018;JAN;0;7.1;0;0,33333;Card;Shonen;30+;20.0;3.0;2.0;3;08/11/2017;30/07/2017;0;0;26.677480020102056
YES;BO;INN18467;2018;JUL;2;17.8;1;0,25;Card;Shonen;14;10.0;2.0;1.0;4;23/06/2018;23/06/2018;1;2;19.2029181903849
YES;BO;INN24019;2018;SEP;2;14.940000000000001;0;0,0;Card;Shonen;24;4.0;6.0;3.0;2;06/06/2018;09/12/2017;0;2;43.823393444902926
YES;NA;INN35286;2018;APR;1;9.09;0;0,66667;Card;Shonen;13;10.0;2.0;1.0;3;20/02/2018;20/02/2018;0;0;18.340838478743414
YES;BO;INN06109;2018;FEB;1;6.083;0;0,0;Card;Shojo;;22.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN14808;2018;FEB;1;7.9;0;0,5;Card;Shojo;16;27.0;2.0;1.0;4;23/02/2018;23/02/2018;1;0;22.422993555306125
YES;BO;INN31666;2018;MAR;0;6.5;0;0,0;Coupon;Shonen;25;24.0;115.0;112.0;1;24/03/2018;13/10/2013;0;0;1287.1407471725236
YES;NA;INN09417;2018;JUN;2;14.040000000000001;0;0,0;Card;Shonen;14;3.0;1.0;1.0;2;10/01/2018;10/01/2018;0;2;9.903896269442379
YES;BO;INN08864;2018;AUG;1;10.273;0;0,5;Card;Shonen;15;25.0;1.0;1.0;4;10/04/2018;10/04/2018;0;0;12.070102215135918
YES;BO;INN29314;2018;JUL;1;7.078;0;0,0;Card;Shojo;16;6.0;5.0;3.0;2;07/04/2018;22/10/2017;0;0;59.85066484486639
YES;NA;INN16420;2018;JAN;1;11.55;1;0,0;Card;Shonen;;4.0;3.0;1.0;2;11/12/2017;11/12/2017;1;0;31.29760681608399
YES;RM;INN32625;2018;MAY;0;14.040000000000001;0;0,0;Card;Shonen;15;29.0;1.0;1.0;2;16/02/2018;16/02/2018;0;0;9.334945997975762
YES;BO;INN22342;2018;JUN;1;7.5;0;0,0;Cash;Shonen;13;30.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN09314;2018;MAR;1;6.349;0;0,33333;Card;Shonen;;26.0;3.0;1.0;3;23/01/2018;23/01/2018;0;0;40.524509017795225
YES;BO;INN11366;2018;JUN;3;13.456999999999999;0;0,25;Card;Shonen;16;5.0;3.0;1.0;4;05/06/2018;05/06/2018;0;0;21.39558238506044
YES;BO;INN12581;2018;AUG;2;12.2;0;0,33333;Card;Shonen;16;20.0;1.0;1.0;3;22/07/2018;22/07/2018;0;0;10.914540495928184
YES;BO;INN31117;2018;JAN;1;9.0;0;0,0;Card;Shonen;<=10;5.0;3.0;2.0;2;05/10/2017;08/05/2017;0;1;26.364351573107456
YES;BO;INN02532;2018;JUL;1;9.945;0;0,0;Card;Shonen;11;29.0;2.0;2.0;2;21/01/2018;21/09/2017;0;0;23.4472468961693
YES;RM;INN29498;2018;JUN;1;12.690000000000001;0;0,0;Card;Shonen;;24.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN24623;2018;SEP;0;8.187999999999999;0;0,0;Cash;Shonen;;18.0;;;2;01/01/0001;01/01/9999;0;0;
NO;RM;INN32139;2018;APR;0;8.55;0;0,5;Card;Shonen;14;17.0;3.0;2.0;4;16/03/2018;17/12/2017;0;0;34.15685578308069
YES;BO;INN06204;2018;OCT;0;12.0;0;0,5;Cash;Shonen;24;1.0;3.0;1.0;2;01/10/2018;01/10/2018;0;0;23.500749321438995
NO;MI;INN15727;2018;AUG;1;8.55;0;0,0;Card;Shojo;16;17.0;5.0;3.0;2;20/12/2017;20/08/2017;0;0;60.05111930754937
YES;BO;INN01136;2018;APR;2;11.503;0;0,25;Card;Shonen;15;14.0;1.0;1.0;4;09/02/2018;09/02/2018;1;3;14.085728787380145
YES;BO;INN34668;2018;JUN;0;9.5;0;0,0;Cash;Shonen;21;5.0;;;1;01/01/0001;01/01/9999;0;0;
YES;BO;INN13151;2018;FEB;0;8.1;0;0,66667;Coupon;Shonen;20;5.0;1.0;1.0;3;21/01/2018;21/01/2018;0;0;11.278041448093022
YES;NA;INN27261;2018;SEP;0;18.8;0;0,66667;Card;Shonen;16;4.0;;;3;01/01/0001;01/01/9999;0;0;
YES;NA;INN12899;2018;MAY;0;19.89;0;0,33333;Card;Shonen;18;2.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN15561;2018;MAR;1;11.8;0;0,0;Card;Shonen;;28.0;5.0;2.0;2;23/03/2018;11/09/2017;0;0;49.3257985767863
YES;BO;INN06100;2018;AUG;1;7.225;0;0,33333;Cash;;26;3.0;3.0;2.0;3;21/02/2018;08/09/2017;0;0;24.522533300366298
YES;BO;INN24670;2018;AUG;1;14.37;0;0,25;Card;Shonen;12;29.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN11440;2018;MAR;0;6.0;0;0,33333;Cash;Shonen;19;30.0;2.0;1.0;3;27/12/2017;27/12/2017;0;0;24.35878414359942
YES;BO;INN12919;2018;MAR;1;8.245000000000001;0;0,33333;Card;Shonen;13;2.0;1.0;1.0;3;06/12/2017;06/12/2017;0;1;13.076161956513118
YES;MI;INN10474;2018;OCT;0;9.0;0;0,0;Cash;;20;30.0;8.0;3.0;1;18/10/2017;17/04/2017;0;0;92.70319838132977
YES;NA;INN18188;2018;JUL;1;10.754999999999999;0;0,5;Card;Shonen;16;19.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN17211;2018;AUG;1;9.6;0;0,33333;Cash;;16;3.0;;;3;01/01/0001;01/01/9999;0;0;
YES;NA;INN30807;2018;OCT;2;7.898999999999999;0;0,0;Card;Shonen;30+;3.0;2.0;1.0;3;02/05/2018;02/05/2018;0;2;18.50166469957802
YES;BO;INN01330;2018;APR;1;8.245000000000001;0;0,0;Card;Shonen;14;19.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN11186;2018;JUN;0;10.0;0;0,0;Cash;Shonen;;3.0;8.0;3.0;2;11/02/2018;21/05/2017;0;0;83.6787460045627
YES;MI;INN22866;2018;APR;1;8.55;0;0,0;Card;Shojo;17;19.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN26871;2018;JUN;1;11.985;0;0,0;Card;Shonen;21;2.0;5.0;5.0;2;20/02/2018;05/11/2016;0;0;52.26626219408683
YES;BO;INN08449;2018;JUL;0;8.5;0;0,0;Cash;Shonen;22;2.0;5.0;3.0;2;21/06/2018;08/08/2017;0;0;54.606785609011865
YES;MI;INN21187;2018;AUG;1;9.775;0;0,5;Card;Shojo;24;1.0;1.0;1.0;4;26/02/2018;26/02/2018;0;0;11.897152886453405
YES;MI;INN13742;2018;MAY;0;10.53;0;0,0;Card;Shonen;18;31.0;1.0;1.0;2;03/02/2018;03/02/2018;0;0;11.889382713113957
YES;BO;INN05934;2018;FEB;1;10.8;0;0,0;Card;Shonen;25;25.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN23827;2018;MAY;1;10.965;0;0,0;Card;Shonen;19;1.0;1.0;1.0;2;05/01/2018;05/01/2018;0;0;11.028975395162057
YES;BO;INN23519;2018;JUL;0;18.7;0;0,25;Card;Shonen;<=10;2.0;;;4;01/01/0001;01/01/9999;1;0;
YES;BO;INN27916;2018;SEP;2;12.51;0;0,0;Card;Shojo;20;21.0;2.0;1.0;2;05/08/2018;05/08/2018;0;1;20.229882025879036
YES;BO;INN07594;2018;MAR;1;9.7;0;0,5;Card;Shojo;27;27.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN01185;2018;SEP;1;8.73;0;0,0;Card;Shojo;20;28.0;2.0;2.0;2;24/07/2018;20/02/2018;0;1;23.335313748242363
YES;BO;INN34585;2018;JUL;2;9.629999999999999;0;0,5;Card;Shonen;17;5.0;6.0;2.0;4;14/01/2018;29/08/2017;0;0;47.3255202788385
YES;MI;INN33044;2018;MAY;0;14.309999999999999;0;0,25;Card;Shonen;14;2.0;5.0;1.0;4;10/03/2018;10/03/2018;0;0;45.98913894611037
YES;BO;INN36083;2018;MAR;1;10.7;0;0,0;Card;Shojo;<=10;26.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN22471;2018;MAY;1;14.040000000000001;0;0,6;Card;Shonen;16;1.0;5.0;2.0;5;24/03/2018;18/07/2017;0;0;55.40656830422007
YES;NA;INN22321;2018;SEP;0;9.5;0;0,6;Cash;Shonen;15;22.0;;;5;01/01/0001;01/01/9999;0;0;
NO;RM;INN25208;2018;MAY;0;10.0;0;0,5;Cash;Shonen;20;2.0;5.0;2.0;4;10/10/2017;20/03/2017;0;0;40.04998144636215
YES;MI;INN20541;2018;APR;1;9.945;0;0,33333;Card;Shonen;15;1.0;;;3;01/01/0001;01/01/9999;0;0;
YES;RM;INN19789;2018;JAN;1;8.3;0;0,0;Card;Shonen;<=10;29.0;8.0;2.0;2;21/01/2018;21/09/2017;0;0;74.19620230705115
YES;BO;INN20874;2018;APR;0;7.1;0;0,0;Cash;Shonen;15;4.0;5.0;2.0;2;04/12/2017;15/06/2017;0;0;46.581527652473
YES;BO;INN33653;2018;MAR;1;10.3;0;0,0;Card;Shonen;15;29.0;3.0;1.0;2;22/03/2018;22/03/2018;0;0;26.429745114430844
YES;NA;INN26880;2018;APR;1;6.386;0;0,6;Card;Shonen;26;27.0;3.0;2.0;5;27/01/2018;29/08/2017;0;0;22.826051472740993
YES;BO;INN15932;2018;OCT;1;10.379999999999999;0;0,5;Card;Shonen;19;30.0;2.0;1.0;4;03/09/2018;03/09/2018;0;0;21.380160663071145
YES;BO;INN11996;2018;JUN;0;10.0;0;0,0;Cash;Shonen;18;29.0;2.0;1.0;2;20/04/2018;20/04/2018;0;0;19.290788313402786
YES;NA;INN08788;2018;APR;1;7.12;0;0,5;Cash;Shojo;19;5.0;1.0;1.0;4;30/03/2018;30/03/2018;0;0;15.937762930062874
YES;BO;INN34588;2018;JUN;1;6.5;0;0,5;Coupon;Shonen;;19.0;38.0;17.0;2;13/06/2018;08/04/2016;0;0;330.7465605173716
YES;RM;INN12412;2018;MAY;0;12.76;0;0,0;Card;Shonen;;31.0;1.0;1.0;2;08/04/2018;08/04/2018;0;0;5.712376399998369
YES;RM;INN21269;2018;APR;1;9.93;0;0,0;Card;Shonen;25;24.0;5.0;4.0;2;19/02/2018;15/07/2017;0;0;51.51325235289109
YES;BO;INN04013;2018;MAR;2;12.41;0;0,4;Card;Shonen;;3.0;3.0;1.0;5;07/01/2018;07/01/2018;0;0;32.8298186351077
YES;BO;INN20465;2018;OCT;2;11.61;0;0,33333;Card;Shonen;<=10;4.0;5.0;2.0;3;08/08/2018;06/05/2018;0;2;57.500453832798215
YES;BO;INN35837;2018;JAN;0;0.0;0;0,0;Coupon;Shonen;20;12.0;1.0;1.0;1;10/01/2018;10/01/2018;0;0;11.875175051678701
YES;RM;INN19611;2018;JAN;0;7.83;0;0,0;Card;Shonen;30+;1.0;5.0;4.0;2;24/12/2017;21/07/2017;0;0;48.82083129580928
YES;NA;INN07332;2018;SEP;1;25.45;0;0,0;Card;Shonen;;18.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN11070;2018;SEP;0;16.9;0;0,33333;Card;Shonen;26;4.0;3.0;3.0;3;31/08/2018;28/02/2018;0;0;29.53805602411999
YES;NA;INN22954;2018;OCT;1;6.133;0;0,33333;Card;Shojo;19;28.0;2.0;1.0;3;29/07/2018;29/07/2018;0;0;28.96957215251753
YES;BO;INN04261;2018;JUN;2;15.1;0;0,0;Card;Shonen;22;30.0;2.0;2.0;1;18/06/2018;22/09/2017;0;0;17.0725499755295
YES;BO;INN19606;2018;JUN;3;14.1;0;0,0;Card;Shonen;25;6.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN30277;2018;JAN;0;8.1;0;0,66667;Cash;Shonen;11;27.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN19978;2018;OCT;0;9.5;0;0,75;Cash;Shonen;<=10;24.0;;;4;01/01/0001;01/01/9999;1;0;
YES;RM;INN07505;2018;APR;1;10.795;0;0,33333;Card;Shonen;25;10.0;1.0;1.0;3;27/01/2018;27/01/2018;0;1;11.636671667266773
YES;RM;INN27667;2018;MAY;0;10.5;0;0,0;Coupon;Shonen;25;5.0;8.0;3.0;1;04/05/2018;07/01/2018;0;0;78.36541724218752
